id,title,title_ar,title_fr,country,education_level,grade,stream,stream_name,subject,subject_name,content_type,year,session,term,source_name,source_url,file_url,file_type,language,has_solution,solution_url,estimated_pages,estimated_questions,topic,topics,skills,difficulty,source_type,rights_status,quality_status,duplicate_of,alternate_sources_count,notes,discovered_at
"shater-bac_official-2016-sciences_exp-math-266","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2016 (2016)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2016","Mathématiques - BAC 2016 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2016,"regular","","DzExams","https://www.dzexams.com/ar/annales/bG1aY0FHWE4rUXl0aWVUUzNIL0I4UT09","https://www.dzexams.com/viewer/sujet/bG1aY0FHWE4rUXl0aWVUUzNIL0I4UT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/bG1aY0FHWE4rUXl0aWVUUzNIL0I4UT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2016;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",3,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.855Z"
"shater-bac_official-2015-sciences_exp-math-268","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2015 (2015)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2015","Mathématiques - BAC 2015 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2015,"regular","","DzExams","https://www.dzexams.com/ar/annales/Z2w1cTkrYlVHaVRnYWxxUVdHQU5wUT09","https://www.dzexams.com/viewer/sujet/Z2w1cTkrYlVHaVRnYWxxUVdHQU5wUT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/Z2w1cTkrYlVHaVRnYWxxUVdHQU5wUT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2015;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.855Z"
"shater-bac_official-2014-sciences_exp-math-269","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2014 (2014)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2014","Mathématiques - BAC 2014 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2014,"regular","","DzExams","https://www.dzexams.com/ar/annales/UjlWM2Vwa2YzMlJwVlpjWHo1aGxvUT09","https://www.dzexams.com/viewer/sujet/UjlWM2Vwa2YzMlJwVlpjWHo1aGxvUT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/UjlWM2Vwa2YzMlJwVlpjWHo1aGxvUT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2014;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2013-sciences_exp-math-270","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2013 (2013)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2013","Mathématiques - BAC 2013 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2013,"regular","","DzExams","https://www.dzexams.com/ar/annales/UTQyTFVQWmdKeFdZVmtBbktMMlpzUT09","https://www.dzexams.com/viewer/sujet/UTQyTFVQWmdKeFdZVmtBbktMMlpzUT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/UTQyTFVQWmdKeFdZVmtBbktMMlpzUT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2013;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2012-sciences_exp-math-271","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2012 (2012)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2012","Mathématiques - BAC 2012 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2012,"regular","","DzExams","https://www.dzexams.com/ar/annales/Mm5oQVhVNHJGeXdZeWdpcmFrZnlIUT09","https://www.dzexams.com/viewer/sujet/Mm5oQVhVNHJGeXdZeWdpcmFrZnlIUT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/Mm5oQVhVNHJGeXdZeWdpcmFrZnlIUT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2012;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2011-sciences_exp-math-30976","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2011 (2011)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2011","Mathématiques - BAC 2011 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2011,"regular","","DzExams","https://www.dzexams.com/ar/annales/cVhkREN2bWlCYVBSS1J2Z2xOM3g2dz09","https://www.dzexams.com/viewer/sujet/cVhkREN2bWlCYVBSS1J2Z2xOM3g2dz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/cVhkREN2bWlCYVBSS1J2Z2xOM3g2dz09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2011;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2010-sciences_exp-math-30971","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2010 (2010)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2010","Mathématiques - BAC 2010 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2010,"regular","","DzExams","https://www.dzexams.com/ar/annales/S0VodVNaUUcvaGx6MFlnUWs5Ym52QT09","https://www.dzexams.com/viewer/sujet/S0VodVNaUUcvaGx6MFlnUWs5Ym52QT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/S0VodVNaUUcvaGx6MFlnUWs5Ym52QT09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2010;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2009-sciences_exp-math-30966","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2009 (2009)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2009","Mathématiques - BAC 2009 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2009,"regular","","DzExams","https://www.dzexams.com/ar/annales/dmVMcURzWU5uYkVWNW52TG94emI5dz09","https://www.dzexams.com/viewer/sujet/dmVMcURzWU5uYkVWNW52TG94emI5dz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/dmVMcURzWU5uYkVWNW52TG94emI5dz09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2009;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.856Z"
"shater-bac_official-2008-sciences_exp-math-30893","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2008 (2008)","موضوع الرياضيات - شعبة ع ت - شهادة البكالوريا 2008","Mathématiques - BAC 2008 (Sciences Expérimentales)","DZ","secondary","3AS","sciences_exp","علوم تجريبية","math","الرياضيات","bac_official",2008,"regular","","DzExams","https://www.dzexams.com/ar/annales/NDBodFhZUVpsQXJOdEI1VGZ3TjNjZz09","https://www.dzexams.com/viewer/sujet/NDBodFhZUVpsQXJOdEI1VGZ3TjNjZz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/NDBodFhZUVpsQXJOdEI1VGZ3TjNjZz09",4,8,"الرياضيات - علوم تجريبية","الرياضيات;علوم تجريبية;بكالوريا 2008;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.857Z"
"shater-bac_official-2026-math-math-49333","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2026 (2026)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2026","Mathématiques - BAC 2026 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2026,"regular","","DzExams","https://www.dzexams.com/ar/annales/anBYTStVUzdsNWtiRWtRM2dQcUNWZz09","https://www.dzexams.com/viewer/sujet/anBYTStVUzdsNWtiRWtRM2dQcUNWZz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/anBYTStVUzdsNWtiRWtRM2dQcUNWZz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2026;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.942Z"
"shater-bac_official-2025-math-math-46764","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2025 (2025)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2025","Mathématiques - BAC 2025 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2025,"regular","","DzExams","https://www.dzexams.com/ar/annales/VG1rWnRuS3dweTR5ZmtpRmpkL1F6UT09","https://www.dzexams.com/viewer/sujet/VG1rWnRuS3dweTR5ZmtpRmpkL1F6UT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/VG1rWnRuS3dweTR5ZmtpRmpkL1F6UT09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2025;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2024-math-math-40693","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2024 (2024)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2024","Mathématiques - BAC 2024 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2024,"regular","","DzExams","https://www.dzexams.com/ar/annales/MW84Y2VLVlk5N1pUOWlGMjBEc0NZZz09","https://www.dzexams.com/viewer/sujet/MW84Y2VLVlk5N1pUOWlGMjBEc0NZZz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/MW84Y2VLVlk5N1pUOWlGMjBEc0NZZz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2024;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2023-math-math-32236","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2023 (2023)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2023","Mathématiques - BAC 2023 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2023,"regular","","DzExams","https://www.dzexams.com/ar/annales/Tjc1QUpQbmcvcFlaU1A4NmU0Ui83Zz09","https://www.dzexams.com/viewer/sujet/Tjc1QUpQbmcvcFlaU1A4NmU0Ui83Zz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/Tjc1QUpQbmcvcFlaU1A4NmU0Ui83Zz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2023;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2022-math-math-27554","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2022 (2022)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2022","Mathématiques - BAC 2022 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2022,"regular","","DzExams","https://www.dzexams.com/ar/annales/UWlVV2QwWno1UCtheWdhanlEWWEzdz09","https://www.dzexams.com/viewer/sujet/UWlVV2QwWno1UCtheWdhanlEWWEzdz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/UWlVV2QwWno1UCtheWdhanlEWWEzdz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2022;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2021-math-math-283","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2021 (2021)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2021","Mathématiques - BAC 2021 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2021,"regular","","DzExams","https://www.dzexams.com/ar/annales/bk5jZHNNL3V5Rzc1Nlc2b3U2Z2xNdz09","https://www.dzexams.com/viewer/sujet/bk5jZHNNL3V5Rzc1Nlc2b3U2Z2xNdz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/bk5jZHNNL3V5Rzc1Nlc2b3U2Z2xNdz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2021;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2020-math-math-284","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2020 (2020)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2020","Mathématiques - BAC 2020 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2020,"regular","","DzExams","https://www.dzexams.com/ar/annales/ZG1uQ2xkcmtOZGpUOVV4ZjhPMGFoUT09","https://www.dzexams.com/viewer/sujet/ZG1uQ2xkcmtOZGpUOVV4ZjhPMGFoUT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/ZG1uQ2xkcmtOZGpUOVV4ZjhPMGFoUT09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2020;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.943Z"
"shater-bac_official-2019-math-math-285","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2019 (2019)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2019","Mathématiques - BAC 2019 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2019,"regular","","DzExams","https://www.dzexams.com/ar/annales/SDNVOE5udjVrUnZUQjF3UnV3eFhMZz09","https://www.dzexams.com/viewer/sujet/SDNVOE5udjVrUnZUQjF3UnV3eFhMZz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/SDNVOE5udjVrUnZUQjF3UnV3eFhMZz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2019;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.944Z"
"shater-bac_official-2018-math-math-286","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2018 (2018)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2018","Mathématiques - BAC 2018 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2018,"regular","","DzExams","https://www.dzexams.com/ar/annales/NHF0UEF5REs5TU10T3h5S3p3ZUxadz09","https://www.dzexams.com/viewer/sujet/NHF0UEF5REs5TU10T3h5S3p3ZUxadz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/NHF0UEF5REs5TU10T3h5S3p3ZUxadz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2018;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.944Z"
"shater-bac_official-2017-math-math-287","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2017 (2017)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2017","Mathématiques - BAC 2017 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2017,"regular","","DzExams","https://www.dzexams.com/ar/annales/MHJ1SFVWTWhJN3F3MitoZXFDYXFKdz09","https://www.dzexams.com/viewer/sujet/MHJ1SFVWTWhJN3F3MitoZXFDYXFKdz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/MHJ1SFVWTWhJN3F3MitoZXFDYXFKdz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2017;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",3,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.944Z"
"shater-bac_official-2016-math-math-289","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2016 (2016)","موضوع الرياضيات - شعبة ر - شهادة البكالوريا 2016","Mathématiques - BAC 2016 (Mathématiques)","DZ","secondary","3AS","math","رياضيات","math","الرياضيات","bac_official",2016,"regular","","DzExams","https://www.dzexams.com/ar/annales/UFVPUUp2ZjV6eUFlVnppL2s2OXN4Zz09","https://www.dzexams.com/viewer/sujet/UFVPUUp2ZjV6eUFlVnppL2s2OXN4Zz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/UFVPUUp2ZjV6eUFlVnppL2s2OXN4Zz09",4,8,"الرياضيات - رياضيات","الرياضيات;رياضيات;بكالوريا 2016;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:49.944Z"
